System,Architecture,Password,Antivirus,Browsers,3rd Party Applications,Number of Users,Firewall,Security Patch,Peer to Peer Network,Total Security Rating
0.9,0.8,0.2,1.0,0.3,1.0,0.05,1.0,0.1,0.4,0.6151500000000001
0.9,0.8,1.0,1.0,0.3,1.0,0.3,0.0,1.0,0.4,0.71341
0.9,0.8,0.0,1.0,1.0,0.2,1.0,0.2,1.0,0.4,0.53681
0.9,1.0,1.0,1.0,0.8,0.4,1.0,0.2,1.0,0.4,0.72999
1.0,0.0,1.0,1.0,0.6,0.05,0.8,0.0,1.0,0.0,0.53998
0.9,1.0,0.2,1.0,0.6,0.2,0.05,0.0,0.1,0.4,0.40843000000000007
1.0,0.0,1.0,0.3,1.0,0.6,1.0,1.0,0.0,0.0,0.61002
1.0,0.0,0.0,0.3,0.6,0.4,0.3,0.0,0.0,0.0,0.23349999999999999
0.9,0.0,0.0,0.3,0.6,0.2,1.0,1.0,0.0,0.0,0.3533700000000001
0.9,0.0,0.0,0.3,0.0,0.05,0.05,1.0,0.1,0.0,0.27151000000000003
1.0,0.0,1.0,0.0,1.0,0.4,0.3,0.2,0.0,0.4,0.46326
1.0,0.8,0.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.55338
0.9,1.0,0.2,0.3,1.0,1.0,1.0,0.0,0.1,0.4,0.50362
0.9,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.31641
0.9,0.8,1.0,1.0,0.8,0.05,0.05,0.2,1.0,0.4,0.63818
1.0,0.0,0.2,0.0,0.8,0.0,0.3,0.0,0.0,1.0,0.29656000000000005
1.0,0.0,0.2,0.3,0.8,0.05,0.0,0.0,0.1,0.4,0.27332999999999996
0.9,0.0,0.2,0.3,1.0,1.0,0.05,0.0,0.0,1.0,0.45524
0.9,0.8,0.2,0.0,1.0,0.6,0.8,0.2,1.0,0.0,0.47671
0.9,1.0,0.2,1.0,0.6,0.05,0.05,1.0,0.1,1.0,0.5815300000000001
1.0,0.8,1.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.5795
0.9,1.0,1.0,0.3,0.8,1.0,0.8,0.0,0.0,0.0,0.5668300000000001
0.9,0.0,0.0,1.0,0.8,0.05,0.2,1.0,0.1,0.0,0.4001
0.9,0.0,1.0,1.0,0.6,0.6,0.8,0.0,0.0,0.4,0.5435300000000001
0.9,0.8,1.0,1.0,1.0,0.4,0.05,0.2,0.1,1.0,0.66833
0.9,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,0.62977
1.0,0.0,1.0,0.0,0.6,0.0,0.2,1.0,1.0,0.0,0.54626
1.0,0.8,1.0,1.0,1.0,0.2,1.0,0.2,1.0,0.0,0.6733399999999999
0.9,0.8,0.2,1.0,0.8,0.6,0.4,0.0,1.0,0.4,0.5635100000000001
0.9,0.0,1.0,0.0,0.0,1.0,0.4,1.0,0.0,0.4,0.5765300000000001
1.0,0.8,1.0,0.0,0.8,0.0,0.8,0.2,0.1,0.0,0.43647
0.9,1.0,0.2,0.0,0.8,0.05,0.4,0.2,1.0,0.4,0.42979
1.0,1.0,0.2,1.0,0.3,0.4,0.05,1.0,1.0,0.4,0.64821
1.0,0.0,0.2,1.0,0.3,0.6,0.8,0.0,0.1,0.0,0.37031000000000003
0.9,0.8,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.39035000000000003
1.0,0.0,0.0,1.0,0.8,0.2,0.8,0.0,1.0,0.0,0.40688
1.0,0.8,0.2,0.0,0.3,0.4,0.6,1.0,1.0,0.4,0.55306
1.0,0.0,0.0,1.0,1.0,0.4,0.2,0.0,0.0,0.0,0.32702
0.9,0.8,0.2,1.0,0.8,0.05,0.3,0.2,1.0,1.0,0.57327
1.0,0.0,0.0,1.0,0.0,1.0,0.3,1.0,1.0,1.0,0.67672
0.9,1.0,1.0,0.0,0.3,0.05,0.3,0.0,0.1,0.4,0.40970000000000006
0.9,1.0,0.0,0.3,1.0,0.05,0.3,1.0,1.0,1.0,0.60307
0.9,0.8,0.0,1.0,0.8,0.05,0.2,1.0,1.0,1.0,0.64319
0.9,1.0,0.0,1.0,0.6,1.0,0.4,1.0,1.0,1.0,0.77675
0.9,0.8,1.0,1.0,0.3,0.05,0.6,1.0,0.0,0.4,0.6298100000000001
0.9,0.0,0.0,1.0,0.6,0.2,0.4,0.2,0.1,0.4,0.34686000000000006
1.0,1.0,0.2,0.0,0.6,0.2,0.8,1.0,0.0,0.4,0.46648000000000006
0.9,0.0,0.2,0.0,0.3,0.6,1.0,1.0,1.0,1.0,0.5898100000000001
0.9,0.8,0.2,1.0,1.0,0.05,0.0,0.2,0.1,0.0,0.38680000000000003
0.9,1.0,0.0,1.0,0.0,0.6,1.0,0.2,1.0,1.0,0.5967100000000001
1.0,0.8,1.0,1.0,0.8,0.4,0.3,0.0,0.1,1.0,0.6466700000000001
0.9,1.0,0.2,0.3,0.6,0.4,1.0,1.0,1.0,0.4,0.61985
0.9,1.0,1.0,1.0,0.8,0.2,0.8,0.0,0.1,0.0,0.54008
1.0,0.8,1.0,1.0,1.0,0.4,0.4,0.2,1.0,0.4,0.7199800000000001
0.9,1.0,0.2,1.0,0.8,0.0,0.05,0.0,0.0,0.4,0.38508
0.9,1.0,1.0,1.0,0.8,0.4,0.05,1.0,1.0,0.0,0.76486
0.9,0.8,1.0,0.0,0.6,0.4,0.3,1.0,1.0,0.0,0.6463300000000001
0.9,1.0,0.2,0.3,0.3,0.0,0.6,0.2,0.1,1.0,0.39648000000000005
0.9,1.0,1.0,0.3,1.0,0.6,0.8,0.2,1.0,0.4,0.69325
0.9,0.0,1.0,0.3,0.8,0.0,0.2,0.2,0.0,1.0,0.4731300000000001
0.9,0.8,0.2,1.0,0.0,0.0,1.0,1.0,0.1,0.0,0.45328
0.9,0.8,0.0,1.0,0.8,0.0,0.0,1.0,1.0,0.4,0.56989
0.9,0.0,0.2,0.0,0.8,0.6,0.8,0.2,0.1,1.0,0.42006000000000004
1.0,1.0,1.0,1.0,0.6,0.2,0.3,1.0,0.1,1.0,0.7531100000000001
0.9,1.0,0.2,0.0,1.0,1.0,0.4,0.2,1.0,1.0,0.6300100000000001
0.9,0.8,0.2,1.0,0.8,0.0,0.3,0.0,0.0,0.0,0.34015
1.0,0.8,0.0,1.0,0.8,0.4,0.8,0.0,0.1,0.0,0.39697000000000005
0.9,0.8,0.0,0.0,0.6,0.05,1.0,0.2,1.0,0.0,0.34989000000000003
1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,0.26660000000000006
0.9,0.0,1.0,0.3,0.8,0.4,0.8,1.0,1.0,1.0,0.75307
1.0,0.8,1.0,0.0,0.6,0.2,0.0,1.0,0.1,1.0,0.62957
0.9,1.0,0.0,0.3,0.8,0.05,1.0,0.2,0.0,1.0,0.40663
0.9,1.0,0.0,1.0,0.3,0.0,0.6,1.0,0.1,1.0,0.5398799999999999
1.0,0.8,1.0,0.0,0.8,0.6,0.05,0.2,0.1,1.0,0.59148
1.0,1.0,0.2,1.0,1.0,0.05,0.6,0.2,0.1,1.0,0.53005
1.0,0.8,0.0,0.0,0.3,0.2,0.05,0.0,1.0,1.0,0.40141
0.9,1.0,0.0,0.0,0.6,0.2,0.8,1.0,0.0,0.4,0.42319000000000007
0.9,1.0,0.2,1.0,0.8,0.2,0.8,0.0,0.1,1.0,0.50678
1.0,0.8,1.0,0.3,1.0,1.0,1.0,1.0,0.1,0.4,0.76669
1.0,0.0,0.0,1.0,0.8,0.0,0.6,0.0,0.0,0.4,0.31354
0.9,0.0,0.2,1.0,0.3,1.0,0.05,0.2,0.0,0.0,0.40536000000000005
1.0,1.0,0.0,0.3,0.8,0.2,0.4,1.0,0.1,1.0,0.5331699999999999
0.9,0.8,0.0,1.0,1.0,0.05,1.0,1.0,0.1,0.4,0.53342
0.9,0.0,0.2,0.3,0.8,0.6,0.6,0.2,0.0,1.0,0.43345
1.0,0.0,0.2,1.0,0.8,0.6,1.0,0.0,1.0,0.4,0.54026
1.0,1.0,0.2,1.0,0.8,0.2,1.0,1.0,0.0,1.0,0.64666
1.0,0.8,1.0,1.0,0.8,0.05,0.2,0.0,0.0,0.4,0.52664
0.9,0.0,1.0,0.0,0.3,0.6,0.6,0.0,0.1,1.0,0.48654000000000003
0.9,0.8,0.0,0.3,0.8,0.6,0.8,0.2,0.0,0.0,0.36021000000000003
0.9,0.0,0.2,1.0,0.0,0.4,0.3,1.0,0.1,1.0,0.52996
1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.2,1.0,1.0,0.46975999999999996
0.9,0.8,1.0,0.0,0.8,0.05,1.0,0.0,0.0,0.0,0.40320999999999996
0.9,0.8,0.0,1.0,0.6,1.0,0.3,1.0,0.0,1.0,0.66019
0.9,0.0,1.0,1.0,0.6,0.6,0.8,0.2,0.1,0.0,0.5402
0.9,0.8,0.2,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.29643
0.9,1.0,0.2,0.0,0.6,0.6,0.05,0.2,0.1,1.0,0.4482500000000001
1.0,1.0,1.0,1.0,0.8,0.4,1.0,1.0,0.1,1.0,0.8165699999999999
0.9,0.0,1.0,1.0,0.0,0.2,0.0,1.0,1.0,1.0,0.71633
0.9,0.8,1.0,1.0,0.8,1.0,0.3,1.0,0.1,0.0,0.75014
1.0,0.0,1.0,0.0,0.3,0.0,0.6,0.2,0.0,0.4,0.37307999999999997
0.9,0.0,0.2,1.0,0.8,0.6,0.2,0.0,0.1,0.4,0.41364
1.0,1.0,1.0,0.3,1.0,0.6,0.05,1.0,1.0,0.0,0.7447900000000001
0.9,0.0,1.0,0.3,0.0,0.05,0.05,1.0,0.0,0.4,0.46798
0.9,1.0,1.0,1.0,0.6,0.4,0.6,1.0,1.0,0.4,0.8098300000000002
0.9,1.0,0.2,0.0,1.0,0.0,0.6,0.0,0.1,1.0,0.38654
0.9,0.8,0.2,0.0,0.8,0.6,0.0,1.0,0.1,1.0,0.55318
0.9,0.0,0.0,0.3,0.8,0.0,0.2,0.0,1.0,0.0,0.27999
1.0,0.8,0.0,0.0,0.3,0.2,0.0,1.0,1.0,1.0,0.53294
1.0,1.0,1.0,0.3,1.0,0.0,0.8,0.0,0.0,0.4,0.4965400000000001
1.0,0.8,0.0,0.0,0.3,0.0,0.4,0.0,1.0,0.4,0.32644
1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1,1.0,0.44331000000000004
1.0,0.0,0.0,1.0,0.6,0.0,0.2,0.0,0.0,0.0,0.24686
1.0,1.0,1.0,1.0,0.0,0.6,0.2,0.0,1.0,0.4,0.6599
0.9,0.0,1.0,0.0,0.8,0.2,0.6,0.0,1.0,1.0,0.5564100000000001
1.0,0.0,1.0,1.0,0.8,0.05,0.2,0.2,0.0,0.0,0.46003999999999995
1.0,0.8,0.0,1.0,0.6,0.05,0.3,0.0,0.0,1.0,0.41006
1.0,0.0,1.0,1.0,0.6,0.05,0.0,1.0,1.0,1.0,0.74636
0.9,1.0,0.0,1.0,0.8,1.0,0.05,0.2,0.0,0.4,0.51202
0.9,1.0,0.0,1.0,0.6,0.4,0.05,0.2,0.1,0.0,0.38853
0.9,0.0,0.0,0.0,0.3,0.05,0.05,1.0,0.1,0.0,0.26149000000000006
